1,0.000000,0.000000,0.000000,"World\Generic\PVP\BattlefieldBanners\BattlefieldBanner_State_FlagH_Plaguelands.mdx","","","",
2,0.000000,0.000000,0.000000,"World\Generic\PVP\BattlefieldBanners\BattlefieldBanner_State_FlagA_Plaguelands.mdx","","","",
21,0.000000,0.000000,0.000000,"World\Generic\PVP\BattlefieldBanners\BattlefieldBanner_State_FlagN_Plaguelands.mdx","","","",
61,0.000000,0.000000,0.000000,"World\Expansion01\Doodads\HellfirePeninsula\PVPFlags\Hellfire_PVPFlags_NorthFortFlagsH.mdx","","","",
62,0.000000,0.000000,0.000000,"World\Expansion01\Doodads\HellfirePeninsula\PVPFlags\Hellfire_PVPFlags_NorthFortFlagsA.mdx","","","",
63,0.000000,0.000000,0.000000,"World\Expansion01\Doodads\HellfirePeninsula\PVPFlags\Hellfire_PVPFlags_NorthFortFlagsN.mdx","","","",
64,0.000000,0.000000,0.000000,"World\Expansion01\Doodads\HellfirePeninsula\PVPFlags\Hellfire_PVPFlags_SouthFortFlagsH.mdx","","","",
65,0.000000,0.000000,0.000000,"World\Expansion01\Doodads\HellfirePeninsula\PVPFlags\Hellfire_PVPFlags_SouthFortFlagsA.mdx","","","",
66,0.000000,0.000000,0.000000,"World\Expansion01\Doodads\HellfirePeninsula\PVPFlags\Hellfire_PVPFlags_SouthFortFlagsN.mdx","","","",
67,0.000000,0.000000,0.000000,"World\Expansion01\Doodads\HellfirePeninsula\PVPFlags\Hellfire_PVPFlags_WestFortFlagsA.mdx","","","",
68,0.000000,0.000000,0.000000,"World\Expansion01\Doodads\HellfirePeninsula\PVPFlags\Hellfire_PVPFlags_WestFortFlagsH.mdx","","","",
69,0.000000,0.000000,0.000000,"World\Expansion01\Doodads\HellfirePeninsula\PVPFlags\Hellfire_PVPFlags_WestFortFlagsN.mdx","","","",
81,0.000000,0.000000,0.000000,"World\Generic\PassiveDoodads\ParticleEmitters\LavaSplashParticle.mdx","World\Generic\PassiveDoodads\ParticleEmitters\LavaSplashParticle.mdx","World\Generic\PassiveDoodads\ParticleEmitters\LavaSplashParticle.mdx","World\Generic\PassiveDoodads\ParticleEmitters\LavaSplashParticle.mdx",
82,0.000000,0.000000,0.000000,"World\Generic\PassiveDoodads\Traps\SpellObject_InvisibleTrap.mdx","","","",
101,0.000000,0.000000,0.000000,"World\Expansion01\Doodads\Auchindoun\Passivedoodads\Ethereal_Ribbons\Auchindoun_Ethereal_Ribbon_Type1.mdx","","","",
121,0.000000,0.000000,0.000000,"World\Generic\PassiveDoodads\SummerFestival\SummerFest_Bonfire_ON.mdx","","","",
122,0.000000,0.000000,0.000000,"World\Generic\PassiveDoodads\SummerFestival\SummerFest_Bonfire_OFF.mdx","","","",
